holiday,workingday,weather,temp,humidity,windspeed,month,hours,week,day
0,1,1,9.02,44,22.0028,1,16,Wednesday,Weekend
0,1,1,8.2,47,23.9994,1,17,Wednesday,Weekend
0,1,1,8.2,47,35.0008,1,18,Wednesday,Weekend
0,1,1,7.38,47,27.9993,1,19,Wednesday,Weekend
0,1,1,6.56,50,22.0028,1,20,Wednesday,Weekend
0,1,1,6.56,55,22.0028,1,21,Wednesday,Weekend
0,1,1,6.56,55,30.0026,1,22,Wednesday,Weekend
0,1,1,5.74,59,27.9993,1,23,Wednesday,Weekend
0,1,1,5.74,59,19.0012,1,0,Thursday,Weekend
0,1,1,5.74,50,19.0012,1,1,Thursday,Weekend
0,1,1,5.74,50,23.9994,1,2,Thursday,Weekend
0,1,1,5.74,50,22.0028,1,3,Thursday,Weekend
0,1,1,5.74,50,16.9979,1,4,Thursday,Weekend
0,1,1,5.74,50,19.9995,1,5,Thursday,Weekend
0,1,1,4.92,54,8.9981,1,6,Thursday,Weekend
0,1,1,4.92,54,8.9981,1,7,Thursday,Weekend
0,1,1,5.74,50,12.998,1,8,Thursday,Weekend
0,1,1,5.74,50,22.0028,1,9,Thursday,Weekend
0,1,2,6.56,50,23.9994,1,10,Thursday,Weekend
0,1,2,8.2,44,30.0026,1,11,Thursday,Weekend
0,1,1,8.2,44,27.9993,1,12,Thursday,Weekend
0,1,1,9.02,41,30.0026,1,13,Thursday,Weekend
0,1,1,9.02,41,26.0027,1,14,Thursday,Weekend
0,1,1,9.84,38,19.9995,1,15,Thursday,Weekend
0,1,1,9.84,38,23.9994,1,16,Thursday,Weekend
0,1,1,8.2,40,19.0012,1,17,Thursday,Weekend
0,1,1,8.2,40,22.0028,1,18,Thursday,Weekend
0,1,1,6.56,47,16.9979,1,19,Thursday,Weekend
0,1,1,6.56,47,15.0013,1,20,Thursday,Weekend
0,1,1,5.74,46,19.9995,1,21,Thursday,Weekend
0,1,1,5.74,46,22.0028,1,22,Thursday,Weekend
0,1,1,4.92,50,12.998,1,23,Thursday,Weekend
0,1,1,4.92,50,12.998,1,0,Friday,Weekend
0,1,1,4.1,54,11.0014,1,1,Friday,Weekend
0,1,1,4.1,54,8.9981,1,2,Friday,Weekend
0,1,1,4.1,54,7.0015,1,3,Friday,Weekend
0,1,1,4.1,54,6.0032,1,5,Friday,Weekend
0,1,1,4.1,54,0.0,1,6,Friday,Weekend
0,1,1,4.1,74,11.0014,1,7,Friday,Weekend
0,1,1,4.92,68,0.0,1,8,Friday,Weekend
0,1,1,5.74,69,8.9981,1,9,Friday,Weekend
0,1,1,7.38,55,12.998,1,10,Friday,Weekend
0,1,1,7.38,51,19.0012,1,11,Friday,Weekend
0,1,1,8.2,44,16.9979,1,12,Friday,Weekend
0,1,1,9.02,37,26.0027,1,13,Friday,Weekend
0,1,1,9.02,41,19.0012,1,14,Friday,Weekend
0,1,1,9.84,38,11.0014,1,15,Friday,Weekend
0,1,1,9.02,41,7.0015,1,16,Friday,Weekend
0,1,1,9.02,41,11.0014,1,17,Friday,Weekend
0,1,1,8.2,47,0.0,1,18,Friday,Weekend
0,1,1,6.56,59,6.0032,1,19,Friday,Weekend
0,1,1,7.38,59,0.0,1,20,Friday,Weekend
0,1,1,6.56,69,0.0,1,21,Friday,Weekend
0,1,2,6.56,69,0.0,1,22,Friday,Weekend
0,1,2,7.38,55,0.0,1,23,Friday,Weekend
0,0,1,7.38,55,0.0,1,0,Saturday,Weekend
0,0,2,6.56,59,6.0032,1,1,Saturday,Weekend
0,0,2,6.56,59,6.0032,1,2,Saturday,Weekend
0,0,2,6.56,59,0.0,1,3,Saturday,Weekend
0,0,2,6.56,59,0.0,1,4,Saturday,Weekend
0,0,1,6.56,59,0.0,1,5,Saturday,Weekend
0,0,1,5.74,63,7.0015,1,6,Saturday,Weekend
0,0,1,5.74,63,0.0,1,7,Saturday,Weekend
0,0,1,5.74,63,8.9981,1,8,Saturday,Weekend
0,0,1,6.56,64,8.9981,1,9,Saturday,Weekend
0,0,1,7.38,59,11.0014,1,10,Saturday,Weekend
0,0,1,8.2,55,15.0013,1,11,Saturday,Weekend
0,0,1,9.84,48,15.0013,1,12,Saturday,Weekend
0,0,1,11.48,38,19.9995,1,13,Saturday,Weekend
0,0,1,12.3,39,19.0012,1,14,Saturday,Weekend
0,0,2,13.12,36,12.998,1,15,Saturday,Weekend
0,0,2,13.94,34,12.998,1,16,Saturday,Weekend
0,0,2,13.12,36,19.0012,1,17,Saturday,Weekend
0,0,2,12.3,45,16.9979,1,18,Saturday,Weekend
0,0,2,13.12,39,16.9979,1,19,Saturday,Weekend
0,0,2,13.12,39,16.9979,1,20,Saturday,Weekend
0,0,2,13.12,39,15.0013,1,21,Saturday,Weekend
0,0,2,12.3,42,7.0015,1,22,Saturday,Weekend
0,0,1,12.3,45,19.0012,1,23,Saturday,Weekend
0,0,1,10.66,56,0.0,1,0,Sunday,Weekend
0,0,1,10.66,56,8.9981,1,1,Sunday,Weekend
0,0,1,10.66,56,6.0032,1,2,Sunday,Weekend
0,0,1,9.02,69,0.0,1,3,Sunday,Weekend
0,0,1,10.66,56,11.0014,1,4,Sunday,Weekend
0,0,2,10.66,56,11.0014,1,5,Sunday,Weekend
0,0,2,10.66,56,11.0014,1,6,Sunday,Weekend
0,0,2,9.84,56,19.9995,1,7,Sunday,Weekend
0,0,1,9.02,55,19.0012,1,8,Sunday,Weekend
0,0,1,9.02,51,16.9979,1,9,Sunday,Weekend
0,0,1,9.02,51,19.0012,1,10,Sunday,Weekend
0,0,1,9.84,44,16.9979,1,11,Sunday,Weekend
0,0,1,9.84,41,19.0012,1,12,Sunday,Weekend
0,0,1,10.66,35,19.9995,1,13,Sunday,Weekend
0,0,1,11.48,36,16.9979,1,14,Sunday,Weekend
0,0,1,10.66,38,16.9979,1,15,Sunday,Weekend
0,0,1,9.84,38,15.0013,1,16,Sunday,Weekend
0,0,1,9.02,37,16.9979,1,17,Sunday,Weekend
0,0,1,8.2,40,11.0014,1,18,Sunday,Weekend
0,0,1,7.38,47,8.9981,1,19,Sunday,Weekend
0,0,1,7.38,47,11.0014,1,20,Sunday,Weekend
0,0,1,7.38,51,11.0014,1,21,Sunday,Weekend
0,0,2,8.2,49,8.9981,1,22,Sunday,Weekend
0,0,2,8.2,40,7.0015,1,23,Sunday,Weekend
1,0,2,8.2,47,15.0013,1,0,Monday,Weekend
1,0,2,8.2,44,12.998,1,1,Monday,Weekend
1,0,2,7.38,43,16.9979,1,2,Monday,Weekend
1,0,2,7.38,43,12.998,1,3,Monday,Weekend
1,0,2,7.38,43,8.9981,1,4,Monday,Weekend
1,0,2,7.38,43,11.0014,1,5,Monday,Weekend
1,0,2,7.38,43,12.998,1,6,Monday,Weekend
1,0,2,6.56,50,8.9981,1,7,Monday,Weekend
1,0,2,6.56,47,15.0013,1,8,Monday,Weekend
1,0,2,6.56,47,15.0013,1,9,Monday,Weekend
1,0,2,6.56,50,16.9979,1,10,Monday,Weekend
1,0,2,6.56,55,12.998,1,11,Monday,Weekend
1,0,2,7.38,47,8.9981,1,12,Monday,Weekend
1,0,2,7.38,47,8.9981,1,13,Monday,Weekend
1,0,2,7.38,43,7.0015,1,14,Monday,Weekend
1,0,2,8.2,47,11.0014,1,15,Monday,Weekend
1,0,2,8.2,47,11.0014,1,16,Monday,Weekend
1,0,1,8.2,51,12.998,1,17,Monday,Weekend
1,0,2,7.38,55,16.9979,1,18,Monday,Weekend
1,0,3,7.38,59,12.998,1,19,Monday,Weekend
1,0,3,6.56,80,12.998,1,20,Monday,Weekend
1,0,3,6.56,80,12.998,1,21,Monday,Weekend
1,0,3,5.74,93,16.9979,1,22,Monday,Weekend
1,0,3,6.56,86,19.0012,1,23,Monday,Weekend
0,1,2,8.2,86,22.0028,1,12,Tuesday,Weekend
0,1,2,8.2,86,15.0013,1,13,Tuesday,Weekend
0,1,2,9.02,80,11.0014,1,14,Tuesday,Weekend
0,1,2,9.02,87,11.0014,1,15,Tuesday,Weekend
0,1,2,9.02,87,12.998,1,16,Tuesday,Weekend
0,1,2,9.02,82,12.998,1,17,Tuesday,Weekend
0,1,2,9.02,80,11.0014,1,18,Tuesday,Weekend
0,1,2,9.02,80,8.9981,1,19,Tuesday,Weekend
0,1,2,9.02,87,0.0,1,20,Tuesday,Weekend
0,1,2,9.02,93,7.0015,1,21,Tuesday,Weekend
0,1,2,9.02,93,6.0032,1,22,Tuesday,Weekend
0,1,2,9.02,93,0.0,1,23,Tuesday,Weekend
0,1,2,9.02,93,0.0,1,0,Wednesday,Weekend
0,1,3,9.02,93,8.9981,1,1,Wednesday,Weekend
0,1,3,9.02,93,8.9981,1,2,Wednesday,Weekend
0,1,3,9.02,93,8.9981,1,4,Wednesday,Weekend
0,1,2,9.02,93,6.0032,1,5,Wednesday,Weekend
0,1,2,9.02,93,6.0032,1,6,Wednesday,Weekend
0,1,2,9.84,92,7.0015,1,7,Wednesday,Weekend
0,1,2,9.84,93,7.0015,1,8,Wednesday,Weekend
0,1,2,9.84,93,7.0015,1,9,Wednesday,Weekend
0,1,2,10.66,93,8.9981,1,10,Wednesday,Weekend
0,1,2,11.48,87,6.0032,1,11,Wednesday,Weekend
0,1,2,12.3,81,6.0032,1,12,Wednesday,Weekend
0,1,1,16.4,62,19.0012,1,13,Wednesday,Weekend
0,1,1,16.4,58,16.9979,1,14,Wednesday,Weekend
0,1,1,16.4,54,19.0012,1,15,Wednesday,Weekend
0,1,1,15.58,58,26.0027,1,16,Wednesday,Weekend
0,1,1,14.76,57,22.0028,1,17,Wednesday,Weekend
0,1,1,13.94,61,19.0012,1,18,Wednesday,Weekend
0,1,1,13.12,57,27.9993,1,19,Wednesday,Weekend
0,1,1,13.12,49,19.9995,1,20,Wednesday,Weekend
0,1,1,13.12,49,27.9993,1,21,Wednesday,Weekend
0,1,1,12.3,52,11.0014,1,22,Wednesday,Weekend
0,1,1,12.3,52,31.0009,1,23,Wednesday,Weekend
0,1,2,6.56,64,7.0015,2,0,Tuesday,Weekend
0,1,2,6.56,69,7.0015,2,1,Tuesday,Weekend
0,1,2,6.56,69,0.0,2,2,Tuesday,Weekend
0,1,2,6.56,69,0.0,2,3,Tuesday,Weekend
0,1,3,5.74,93,0.0,2,5,Tuesday,Weekend
0,1,3,5.74,93,0.0,2,6,Tuesday,Weekend
0,1,3,6.56,93,0.0,2,7,Tuesday,Weekend
0,1,3,6.56,93,0.0,2,8,Tuesday,Weekend
0,1,2,6.56,93,0.0,2,9,Tuesday,Weekend
0,1,2,6.56,93,0.0,2,10,Tuesday,Weekend
0,1,2,7.38,86,0.0,2,11,Tuesday,Weekend
0,1,2,8.2,86,0.0,2,12,Tuesday,Weekend
0,1,2,8.2,86,0.0,2,13,Tuesday,Weekend
0,1,2,9.02,80,6.0032,2,14,Tuesday,Weekend
0,1,2,9.84,75,0.0,2,15,Tuesday,Weekend
0,1,2,9.84,75,8.9981,2,16,Tuesday,Weekend
0,1,2,9.84,75,0.0,2,17,Tuesday,Weekend
0,1,2,9.84,81,7.0015,2,18,Tuesday,Weekend
0,1,2,9.84,81,8.9981,2,19,Tuesday,Weekend
0,1,2,9.02,87,8.9981,2,20,Tuesday,Weekend
